accession_no,entity_name,cik,file_date,period_of_report,form_type,file_type_hint,source
0001193125-19-130884,COHERENT CORP.,0000820318,2019-05-01,2019-05-01,8-K,,submissions
0001171843-19-002791,COHERENT CORP.,0000820318,2019-05-01,2019-05-01,8-K,,submissions
0001193125-19-086709,COHERENT CORP.,0000820318,2019-03-26,2019-03-26,8-K,,submissions
0001193125-19-071038,COHERENT CORP.,0000820318,2019-03-12,2019-03-11,8-K,,submissions
0001193125-19-067379,COHERENT CORP.,0000820318,2019-03-07,2019-03-01,8-K,,submissions
0001193125-19-064743,COHERENT CORP.,0000820318,2019-03-06,2019-03-06,8-K,,submissions
0001193125-19-025503,COHERENT CORP.,0000820318,2019-02-01,2019-02-01,8-K,,submissions
0001171843-19-000624,COHERENT CORP.,0000820318,2019-01-31,2019-01-31,8-K,,submissions
0000711404-23-000073,"COOPER COMPANIES, INC.",0000711404,2023-12-14,2023-12-12,8-K,,submissions
0000711404-23-000068,"COOPER COMPANIES, INC.",0000711404,2023-12-07,2023-12-06,8-K,,submissions
0000711404-23-000056,"COOPER COMPANIES, INC.",0000711404,2023-11-30,2023-11-30,8-K,,submissions
0000711404-23-000047,"COOPER COMPANIES, INC.",0000711404,2023-09-12,2023-09-11,8-K,,submissions
0000711404-23-000040,"COOPER COMPANIES, INC.",0000711404,2023-08-30,2023-08-30,8-K,,submissions
0000711404-23-000029,"COOPER COMPANIES, INC.",0000711404,2023-06-01,2023-06-01,8-K,,submissions
0000711404-23-000016,"COOPER COMPANIES, INC.",0000711404,2023-03-16,2023-03-15,8-K,,submissions
0000711404-23-000008,"COOPER COMPANIES, INC.",0000711404,2023-03-02,2023-03-02,8-K,,submissions
0000711404-22-000058,"COOPER COMPANIES, INC.",0000711404,2022-12-19,2022-12-13,8-K,,submissions
0000711404-22-000046,"COOPER COMPANIES, INC.",0000711404,2022-12-08,2022-12-08,8-K,,submissions
0001193125-22-257592,"COOPER COMPANIES, INC.",0000711404,2022-10-04,2022-10-01,8-K,,submissions
0000711404-22-000038,"COOPER COMPANIES, INC.",0000711404,2022-08-31,2022-08-31,8-K,,submissions
0000711404-22-000023,"COOPER COMPANIES, INC.",0000711404,2022-06-02,2022-06-02,8-K,,submissions
0001193125-22-079445,"COOPER COMPANIES, INC.",0000711404,2022-03-18,2022-03-16,8-K,,submissions
0000711404-22-000010,"COOPER COMPANIES, INC.",0000711404,2022-03-03,2022-03-03,8-K,,submissions
0001193125-22-029799,"COOPER COMPANIES, INC.",0000711404,2022-02-07,2022-02-07,8-K,,submissions
0001193125-21-361145,"COOPER COMPANIES, INC.",0000711404,2021-12-17,2021-12-17,8-K,,submissions
0001193125-21-353917,"COOPER COMPANIES, INC.",0000711404,2021-12-10,2021-12-07,8-K,,submissions
0000711404-21-000030,"COOPER COMPANIES, INC.",0000711404,2021-12-02,2021-12-02,8-K,,submissions
0001193125-21-326207,"COOPER COMPANIES, INC.",0000711404,2021-11-10,2021-11-06,8-K,,submissions
0001193125-21-321676,"COOPER COMPANIES, INC.",0000711404,2021-11-05,2021-11-02,8-K,,submissions
0000711404-21-000021,"COOPER COMPANIES, INC.",0000711404,2021-09-02,2021-09-02,8-K,,submissions
0000711404-21-000014,"COOPER COMPANIES, INC.",0000711404,2021-06-03,2021-06-03,8-K,,submissions
0001193125-21-159178,"COOPER COMPANIES, INC.",0000711404,2021-05-12,2021-05-12,8-K,,submissions
0001193125-21-091155,"COOPER COMPANIES, INC.",0000711404,2021-03-23,2021-03-17,8-K,,submissions
0000711404-21-000006,"COOPER COMPANIES, INC.",0000711404,2021-03-04,2021-03-04,8-K,,submissions
0001193125-21-025835,"COOPER COMPANIES, INC.",0000711404,2021-02-02,2021-01-28,8-K,,submissions
0001193125-20-314930,"COOPER COMPANIES, INC.",0000711404,2020-12-10,2020-12-08,8-K,,submissions
0000711404-20-000037,"COOPER COMPANIES, INC.",0000711404,2020-12-03,2020-12-03,8-K,,submissions
0001193125-20-291748,"COOPER COMPANIES, INC.",0000711404,2020-11-12,2020-11-12,8-K,,submissions
0000711404-20-000026,"COOPER COMPANIES, INC.",0000711404,2020-09-03,2020-09-03,8-K,,submissions
0001193125-20-187858,"COOPER COMPANIES, INC.",0000711404,2020-07-06,2020-07-01,8-K,,submissions
0000711404-20-000016,"COOPER COMPANIES, INC.",0000711404,2020-06-04,2020-06-04,8-K,,submissions
0001564590-20-014844,"COOPER COMPANIES, INC.",0000711404,2020-04-02,2020-04-01,8-K,,submissions
0001193125-20-078986,"COOPER COMPANIES, INC.",0000711404,2020-03-19,2020-03-18,8-K,,submissions
0000711404-20-000006,"COOPER COMPANIES, INC.",0000711404,2020-03-05,2020-03-05,8-K,,submissions
0001193125-19-315153,"COOPER COMPANIES, INC.",0000711404,2019-12-16,2019-12-10,8-K,,submissions
0000711404-19-000045,"COOPER COMPANIES, INC.",0000711404,2019-12-05,2019-12-05,8-K,,submissions
0001193125-19-257426,"COOPER COMPANIES, INC.",0000711404,2019-09-27,2019-09-27,8-K,,submissions
0000711404-19-000034,"COOPER COMPANIES, INC.",0000711404,2019-08-29,2019-08-29,8-K,,submissions
0000711404-19-000022,"COOPER COMPANIES, INC.",0000711404,2019-05-30,2019-05-30,8-K,,submissions
0001193125-19-110857,"COOPER COMPANIES, INC.",0000711404,2019-04-18,2019-04-17,8-K,,submissions
0001193125-19-082159,"COOPER COMPANIES, INC.",0000711404,2019-03-21,2019-03-18,8-K,,submissions
0000711404-19-000008,"COOPER COMPANIES, INC.",0000711404,2019-03-05,2019-03-05,8-K,,submissions
0001206774-23-001259,CORNING INC /NY,0000024741,2023-11-27,2023-11-27,8-K,,submissions
0001437749-23-028803,CORNING INC /NY,0000024741,2023-10-24,2023-10-24,8-K,,submissions
0001206774-23-001180,CORNING INC /NY,0000024741,2023-10-05,2023-10-03,8-K,,submissions
0001206774-23-001120,CORNING INC /NY,0000024741,2023-09-05,2023-09-05,8-K,,submissions
0001437749-23-020585,CORNING INC /NY,0000024741,2023-07-25,2023-07-25,8-K,,submissions
0001206774-23-000767,CORNING INC /NY,0000024741,2023-06-21,2023-06-20,8-K,,submissions
0001206774-23-000726,CORNING INC /NY,0000024741,2023-05-30,2023-05-30,8-K,,submissions
0001206774-23-000711,CORNING INC /NY,0000024741,2023-05-22,2023-05-22,8-K,,submissions
0001206774-23-000695,CORNING INC /NY,0000024741,2023-05-15,2023-05-15,8-K,,submissions
0001206774-23-000647,CORNING INC /NY,0000024741,2023-05-01,2023-04-27,8-K,,submissions
0001437749-23-010959,CORNING INC /NY,0000024741,2023-04-25,2023-04-25,8-K,,submissions
0001437749-23-002082,CORNING INC /NY,0000024741,2023-01-31,2023-01-31,8-K,,submissions
0001437749-22-024657,CORNING INC /NY,0000024741,2022-10-25,2022-10-25,8-K,,submissions
0001206774-22-002402,CORNING INC /NY,0000024741,2022-09-07,2022-09-07,8-K,,submissions
0001437749-22-017731,CORNING INC /NY,0000024741,2022-07-26,2022-07-26,8-K,,submissions
0001206774-22-001480,CORNING INC /NY,0000024741,2022-06-07,2022-06-06,8-K,,submissions
0001206774-22-001297,CORNING INC /NY,0000024741,2022-04-29,2022-04-28,8-K,,submissions
0001437749-22-009689,CORNING INC /NY,0000024741,2022-04-26,2022-04-26,8-K,,submissions
0001206774-22-000308,CORNING INC /NY,0000024741,2022-02-03,2022-02-02,8-K,,submissions
0001437749-22-001651,CORNING INC /NY,0000024741,2022-01-26,2022-01-26,8-K,,submissions
0001206774-21-002838,CORNING INC /NY,0000024741,2021-12-09,2021-12-07,8-K,,submissions
0001437749-21-024260,CORNING INC /NY,0000024741,2021-10-26,2021-10-26,8-K,,submissions
0001437749-21-017620,CORNING INC /NY,0000024741,2021-07-27,2021-07-27,8-K,,submissions
0001206774-21-001642,CORNING INC /NY,0000024741,2021-06-29,2021-06-29,8-K,,submissions
0001359948-21-000124,CORNING INC /NY,0000024741,2021-06-10,2021-06-09,8-K,,submissions
0001206774-21-001305,CORNING INC /NY,0000024741,2021-04-29,2021-04-29,8-K,,submissions
0001437749-21-009849,CORNING INC /NY,0000024741,2021-04-27,2021-04-27,8-K,,submissions
0001193125-21-105621,CORNING INC /NY,0000024741,2021-04-05,2021-04-05,8-K,,submissions
0001193125-21-028831,CORNING INC /NY,0000024741,2021-02-04,2021-02-03,8-K,,submissions
0001193125-21-027351,CORNING INC /NY,0000024741,2021-02-03,2021-02-03,8-K,,submissions
0000024741-21-000007,CORNING INC /NY,0000024741,2021-01-27,2021-01-27,8-K,,submissions
0000024741-20-000061,CORNING INC /NY,0000024741,2020-10-27,2020-10-27,8-K,,submissions
0000024741-20-000050,CORNING INC /NY,0000024741,2020-07-28,2020-07-28,8-K,,submissions
0001193125-20-146615,CORNING INC /NY,0000024741,2020-05-20,2020-05-20,8-K,,submissions
0001193125-20-131044,CORNING INC /NY,0000024741,2020-05-01,2020-04-30,8-K,,submissions
0000024741-20-000022,CORNING INC /NY,0000024741,2020-04-28,2020-04-28,8-K,,submissions
0001193125-20-102107,CORNING INC /NY,0000024741,2020-04-09,2020-04-06,8-K,,submissions
0001193125-20-090987,CORNING INC /NY,0000024741,2020-03-30,2020-03-26,8-K,,submissions
0000024741-20-000009,CORNING INC /NY,0000024741,2020-01-29,2020-01-29,8-K,,submissions
0001193125-19-295623,CORNING INC /NY,0000024741,2019-11-19,2019-11-19,8-K,,submissions
0000024741-19-000057,CORNING INC /NY,0000024741,2019-10-29,2019-10-29,8-K,,submissions
0001193125-19-221065,CORNING INC /NY,0000024741,2019-08-14,2019-08-14,8-K,,submissions
0000024741-19-000048,CORNING INC /NY,0000024741,2019-07-30,2019-07-30,8-K,,submissions
0001193125-19-136741,CORNING INC /NY,0000024741,2019-05-03,2019-05-02,8-K,,submissions
0000024741-19-000020,CORNING INC /NY,0000024741,2019-04-30,2019-04-30,8-K,,submissions
0000024741-19-000010,CORNING INC /NY,0000024741,2019-01-29,2019-01-29,8-K,,submissions
0001535527-23-000024,"CrowdStrike Holdings, Inc.",0001535527,2023-11-28,2023-11-28,8-K,,submissions
0001535527-23-000018,"CrowdStrike Holdings, Inc.",0001535527,2023-08-30,2023-08-30,8-K,,submissions
0001104659-23-073728,"CrowdStrike Holdings, Inc.",0001535527,2023-06-22,2023-06-21,8-K,,submissions
0001535527-23-000012,"CrowdStrike Holdings, Inc.",0001535527,2023-05-31,2023-05-31,8-K,,submissions
0001535527-23-000006,"CrowdStrike Holdings, Inc.",0001535527,2023-03-07,2023-03-07,8-K,,submissions
0001104659-23-028507,"CrowdStrike Holdings, Inc.",0001535527,2023-03-03,2023-03-01,8-K,,submissions
0001104659-23-005624,"CrowdStrike Holdings, Inc.",0001535527,2023-01-23,2023-01-18,8-K,,submissions
0001535527-22-000023,"CrowdStrike Holdings, Inc.",0001535527,2022-11-29,2022-11-29,8-K,,submissions
0001535527-22-000016,"CrowdStrike Holdings, Inc.",0001535527,2022-08-30,2022-08-30,8-K,,submissions
0001104659-22-077774,"CrowdStrike Holdings, Inc.",0001535527,2022-07-06,2022-06-29,8-K,,submissions
0001535527-22-000010,"CrowdStrike Holdings, Inc.",0001535527,2022-06-02,2022-06-02,8-K,,submissions
0001104659-22-044351,"CrowdStrike Holdings, Inc.",0001535527,2022-04-08,2022-04-06,8-K,,submissions
0001535527-22-000004,"CrowdStrike Holdings, Inc.",0001535527,2022-03-09,2022-03-09,8-K,,submissions
0001104659-22-004504,"CrowdStrike Holdings, Inc.",0001535527,2022-01-14,2022-01-12,8-K,,submissions
0001104659-21-154724,"CrowdStrike Holdings, Inc.",0001535527,2021-12-30,2021-12-27,8-K,,submissions
0001535527-21-000026,"CrowdStrike Holdings, Inc.",0001535527,2021-12-01,2021-12-01,8-K,,submissions
0001104659-21-129072,"CrowdStrike Holdings, Inc.",0001535527,2021-10-22,2021-10-20,8-K,,submissions
0001104659-21-117007,"CrowdStrike Holdings, Inc.",0001535527,2021-09-17,2021-09-17,8-K,,submissions
0001535527-21-000017,"CrowdStrike Holdings, Inc.",0001535527,2021-08-31,2021-08-31,8-K,,submissions
0001104659-21-101531,"CrowdStrike Holdings, Inc.",0001535527,2021-08-06,2021-08-04,8-K,,submissions
0001104659-21-089005,"CrowdStrike Holdings, Inc.",0001535527,2021-07-02,2021-06-30,8-K,,submissions
0001535527-21-000011,"CrowdStrike Holdings, Inc.",0001535527,2021-06-03,2021-06-03,8-K,,submissions
0001104659-21-048810,"CrowdStrike Holdings, Inc.",0001535527,2021-04-09,2021-04-06,8-K,,submissions
0001535527-21-000005,"CrowdStrike Holdings, Inc.",0001535527,2021-03-16,2021-03-16,8-K,,submissions
0001104659-21-035670,"CrowdStrike Holdings, Inc.",0001535527,2021-03-12,2021-03-09,8-K,,submissions
0001104659-21-025063,"CrowdStrike Holdings, Inc.",0001535527,2021-02-18,2021-02-18,8-K,,submissions
0001104659-21-005883,"CrowdStrike Holdings, Inc.",0001535527,2021-01-20,2021-01-20,8-K,,submissions
0001104659-21-000959,"CrowdStrike Holdings, Inc.",0001535527,2021-01-05,2021-01-04,8-K,,submissions
0001104659-20-132008,"CrowdStrike Holdings, Inc.",0001535527,2020-12-03,2020-11-30,8-K,,submissions
0001535527-20-000023,"CrowdStrike Holdings, Inc.",0001535527,2020-12-02,2020-12-02,8-K,,submissions
0001104659-20-107900,"CrowdStrike Holdings, Inc.",0001535527,2020-09-24,2020-09-23,8-K,,submissions
0001535527-20-000017,"CrowdStrike Holdings, Inc.",0001535527,2020-09-02,2020-09-02,8-K,,submissions
0001104659-20-082109,"CrowdStrike Holdings, Inc.",0001535527,2020-07-08,2020-07-06,8-K,,submissions
0001104659-20-074711,"CrowdStrike Holdings, Inc.",0001535527,2020-06-18,2020-06-18,8-K,,submissions
0001535527-20-000010,"CrowdStrike Holdings, Inc.",0001535527,2020-06-02,2020-06-02,8-K,,submissions
0001104659-20-045597,"CrowdStrike Holdings, Inc.",0001535527,2020-04-10,2020-04-09,8-K,,submissions
0001535527-20-000004,"CrowdStrike Holdings, Inc.",0001535527,2020-03-19,2020-03-19,8-K,,submissions
0001535527-19-000007,"CrowdStrike Holdings, Inc.",0001535527,2019-12-05,2019-12-05,8-K,,submissions
0001558370-19-008509,"CrowdStrike Holdings, Inc.",0001535527,2019-09-05,2019-09-05,8-K,,submissions
0001558370-19-006148,"CrowdStrike Holdings, Inc.",0001535527,2019-07-18,2019-07-18,8-K,,submissions
0001104659-19-035685,"CrowdStrike Holdings, Inc.",0001535527,2019-06-14,2019-06-14,8-K,,submissions
0000064803-23-000049,CVS HEALTH Corp,0000064803,2023-12-05,2023-12-05,8-K,,submissions
0000064803-23-000046,CVS HEALTH Corp,0000064803,2023-11-01,2023-11-01,8-K,,submissions
0000947871-23-000994,CVS HEALTH Corp,0000064803,2023-10-16,2023-10-13,8-K,,submissions
0000064803-23-000040,CVS HEALTH Corp,0000064803,2023-10-13,2023-10-13,8-K,,submissions
0000947871-23-000948,CVS HEALTH Corp,0000064803,2023-09-21,2023-09-20,8-K,,submissions
0000064803-23-000036,CVS HEALTH Corp,0000064803,2023-09-11,2023-09-11,8-K,,submissions
0000947871-23-000898,CVS HEALTH Corp,0000064803,2023-08-23,2023-08-23,8-K,,submissions
0000947871-23-000871,CVS HEALTH Corp,0000064803,2023-08-17,2023-08-17,8-K,,submissions
0000064803-23-000032,CVS HEALTH Corp,0000064803,2023-08-02,2023-08-02,8-K,,submissions
0000947871-23-000769,CVS HEALTH Corp,0000064803,2023-07-20,2023-07-19,8-K,,submissions
0001193125-23-159832,CVS HEALTH Corp,0000064803,2023-06-02,2023-06-02,8-K,,submissions
0001193125-23-158071,CVS HEALTH Corp,0000064803,2023-06-01,2023-05-30,8-K,,submissions
0000064803-23-000024,CVS HEALTH Corp,0000064803,2023-05-31,2023-05-31,8-K,,submissions
0000064803-23-000021,CVS HEALTH Corp,0000064803,2023-05-25,2023-05-25,8-K,,submissions
0000064803-23-000019,CVS HEALTH Corp,0000064803,2023-05-24,2023-05-18,8-K,,submissions
0000064803-23-000015,CVS HEALTH Corp,0000064803,2023-05-03,2023-05-03,8-K,,submissions
0000947871-23-000511,CVS HEALTH Corp,0000064803,2023-05-02,2023-05-01,8-K,,submissions
0000947871-23-000398,CVS HEALTH Corp,0000064803,2023-03-30,2023-03-30,8-K,,submissions
0001193125-23-043484,CVS HEALTH Corp,0000064803,2023-02-21,2023-02-21,8-K,,submissions
0001193125-23-040200,CVS HEALTH Corp,0000064803,2023-02-15,2023-02-13,8-K,,submissions
0000947871-23-000139,CVS HEALTH Corp,0000064803,2023-02-08,2023-02-08,8-K,,submissions
0000064803-23-000008,CVS HEALTH Corp,0000064803,2023-02-08,2023-02-08,8-K,,submissions
0000947871-23-000133,CVS HEALTH Corp,0000064803,2023-02-08,2023-02-08,8-K,,submissions
0000947871-23-000080,CVS HEALTH Corp,0000064803,2023-01-23,2023-01-18,8-K,,submissions
0000064803-23-000003,CVS HEALTH Corp,0000064803,2023-01-09,2023-01-09,8-K,,submissions
0000947871-22-001199,CVS HEALTH Corp,0000064803,2022-11-21,2022-11-17,8-K,,submissions
0000064803-22-000037,CVS HEALTH Corp,0000064803,2022-11-02,2022-11-02,8-K,,submissions
0001193125-22-265682,CVS HEALTH Corp,0000064803,2022-10-20,2022-10-19,8-K,,submissions
0000947871-22-001055,CVS HEALTH Corp,0000064803,2022-10-06,2022-10-06,8-K,,submissions
0000947871-22-000962,CVS HEALTH Corp,0000064803,2022-09-13,2022-09-12,8-K,,submissions
0000064803-22-000032,CVS HEALTH Corp,0000064803,2022-09-13,2022-09-13,8-K,,submissions
0001193125-22-238311,CVS HEALTH Corp,0000064803,2022-09-06,2022-09-02,8-K,,submissions
0001193125-22-238304,CVS HEALTH Corp,0000064803,2022-09-06,2022-09-02,8-K,,submissions
0000064803-22-000028,CVS HEALTH Corp,0000064803,2022-08-03,2022-08-03,8-K,,submissions
0000947871-22-000819,CVS HEALTH Corp,0000064803,2022-08-02,2022-08-02,8-K,,submissions
0000947871-22-000785,CVS HEALTH Corp,0000064803,2022-07-15,2022-07-15,8-K,,submissions
0000064803-22-000021,CVS HEALTH Corp,0000064803,2022-06-09,2022-06-09,8-K,,submissions
0000064803-22-000018,CVS HEALTH Corp,0000064803,2022-05-16,2022-05-11,8-K,,submissions
0000947871-22-000596,CVS HEALTH Corp,0000064803,2022-05-16,2022-05-16,8-K,,submissions
0000064803-22-000015,CVS HEALTH Corp,0000064803,2022-05-04,2022-05-04,8-K,,submissions
0000947871-22-000426,CVS HEALTH Corp,0000064803,2022-03-30,2022-03-30,8-K,,submissions
0000947871-22-000392,CVS HEALTH Corp,0000064803,2022-03-25,2022-03-21,8-K,,submissions
0000947871-22-000347,CVS HEALTH Corp,0000064803,2022-03-10,2022-03-08,8-K,,submissions
0000064803-22-000007,CVS HEALTH Corp,0000064803,2022-02-09,2022-02-09,8-K,,submissions
0000064803-22-000002,CVS HEALTH Corp,0000064803,2022-01-11,2022-01-11,8-K,,submissions
0000947871-21-001273,CVS HEALTH Corp,0000064803,2021-12-13,2021-12-13,8-K,,submissions
0000064803-21-000036,CVS HEALTH Corp,0000064803,2021-12-09,2021-12-09,8-K,,submissions
0000947871-21-001217,CVS HEALTH Corp,0000064803,2021-11-18,2021-11-17,8-K,,submissions
0000064803-21-000033,CVS HEALTH Corp,0000064803,2021-11-03,2021-11-03,8-K,,submissions
0001193125-21-254013,CVS HEALTH Corp,0000064803,2021-08-23,2021-08-23,8-K,,submissions
0001193125-21-250356,CVS HEALTH Corp,0000064803,2021-08-18,2021-08-18,8-K,,submissions
0001193125-21-243404,CVS HEALTH Corp,0000064803,2021-08-11,2021-08-09,8-K,,submissions
0001193125-21-239928,CVS HEALTH Corp,0000064803,2021-08-09,2021-08-09,8-K,,submissions
0000064803-21-000027,CVS HEALTH Corp,0000064803,2021-08-04,2021-08-04,8-K,,submissions
0000947871-21-000690,CVS HEALTH Corp,0000064803,2021-06-10,2021-06-09,8-K,,submissions
0000947871-21-000575,CVS HEALTH Corp,0000064803,2021-05-18,2021-05-17,8-K,,submissions
0000064803-21-000019,CVS HEALTH Corp,0000064803,2021-05-17,2021-05-13,8-K,,submissions
0000064803-21-000016,CVS HEALTH Corp,0000064803,2021-05-04,2021-05-04,8-K,,submissions
0000064803-21-000010,CVS HEALTH Corp,0000064803,2021-02-16,2021-02-16,8-K,,submissions
0001193125-20-323177,CVS HEALTH Corp,0000064803,2020-12-21,2020-12-21,8-K,,submissions
0001193125-20-319098,CVS HEALTH Corp,0000064803,2020-12-16,2020-12-16,8-K,,submissions
0001193125-20-313889,CVS HEALTH Corp,0000064803,2020-12-09,2020-12-07,8-K,,submissions
0001193125-20-311338,CVS HEALTH Corp,0000064803,2020-12-07,2020-12-07,8-K,,submissions
0000947871-20-000854,CVS HEALTH Corp,0000064803,2020-11-06,2020-11-05,8-K,,submissions
0000064803-20-000040,CVS HEALTH Corp,0000064803,2020-11-06,2020-11-06,8-K,,submissions
0000947871-20-000764,CVS HEALTH Corp,0000064803,2020-09-25,2020-09-25,8-K,,submissions
0000064803-20-000033,CVS HEALTH Corp,0000064803,2020-09-15,2020-09-15,8-K,,submissions
0001193125-20-231317,CVS HEALTH Corp,0000064803,2020-08-26,2020-08-26,8-K,,submissions
0001193125-20-227082,CVS HEALTH Corp,0000064803,2020-08-21,2020-08-21,8-K,,submissions
0001193125-20-220556,CVS HEALTH Corp,0000064803,2020-08-14,2020-08-12,8-K,,submissions
0001193125-20-217104,CVS HEALTH Corp,0000064803,2020-08-12,2020-08-12,8-K,,submissions
0000064803-20-000029,CVS HEALTH Corp,0000064803,2020-08-05,2020-08-05,8-K,,submissions
0000947871-20-000619,CVS HEALTH Corp,0000064803,2020-07-10,2020-07-08,8-K,,submissions
0000064803-20-000019,CVS HEALTH Corp,0000064803,2020-06-10,2020-06-10,8-K,,submissions
0000064803-20-000017,CVS HEALTH Corp,0000064803,2020-05-19,2020-05-14,8-K,,submissions
0000064803-20-000014,CVS HEALTH Corp,0000064803,2020-05-06,2020-05-06,8-K,,submissions
0001193125-20-092890,CVS HEALTH Corp,0000064803,2020-03-31,2020-03-26,8-K,,submissions
0000947871-20-000290,CVS HEALTH Corp,0000064803,2020-03-26,2020-03-26,8-K,,submissions
0000947871-20-000198,CVS HEALTH Corp,0000064803,2020-03-06,2020-03-03,8-K,,submissions
0000947871-20-000109,CVS HEALTH Corp,0000064803,2020-02-12,2020-02-10,8-K,,submissions
0000064803-20-000004,CVS HEALTH Corp,0000064803,2020-02-12,2020-02-12,8-K,,submissions
0000947871-20-000094,CVS HEALTH Corp,0000064803,2020-02-07,2020-02-07,8-K,,submissions
0000947871-20-000064,CVS HEALTH Corp,0000064803,2020-02-03,2020-02-03,8-K,,submissions
0000064803-19-000047,CVS HEALTH Corp,0000064803,2019-11-06,2019-11-06,8-K,,submissions
0000947871-19-000658,CVS HEALTH Corp,0000064803,2019-09-05,2019-09-04,8-K,,submissions
0000947871-19-000641,CVS HEALTH Corp,0000064803,2019-08-29,2019-08-28,8-K,,submissions
0001193125-19-226402,CVS HEALTH Corp,0000064803,2019-08-22,2019-08-21,8-K,,submissions
0001193125-19-224092,CVS HEALTH Corp,0000064803,2019-08-19,2019-08-19,8-K,,submissions
0001193125-19-222479,CVS HEALTH Corp,0000064803,2019-08-15,2019-08-15,8-K,,submissions
0001193125-19-221234,CVS HEALTH Corp,0000064803,2019-08-14,2019-08-14,8-K,,submissions
